"English Word","Word Type","Dragon Translation"
Brim,noun,Burdah
Bring,verb,Drun
Bringer,noun,Druniik
Brink,noun,Mahzahd
Broad,adjective,Urik
Broaden,verb,Gerik
Broadsword,noun,Uriktuz
Broken,adjective,Krent
Bromjunaar,noun,Bromunaar
Bronze,noun,Biin
Brood,noun,Saalum
Brook,noun,Bahyek
Broom,noun,Froliim
Broth,noun,Tahzos
Brothel,noun,Wiigokel
Brother,noun,Zeymah
Brother-in-law,noun,Frin-Zeymah
Brotherhood,noun,Zeymahmaar
Brotherly,adjective,Zeymahus
Brought,verb,Drun
Brow,noun,Gov
Brown,adjective,Prun
Browse,verb,Rovit
Brush,verb,Dahrim
Brutal,adjective,Hevno
Brutality,noun,Hevnoraak
Brute,noun,Hevnaar
Bubble,noun,Diipah
Bubbly,adjective,Diipahus
Buck,noun,Toriig
Bucket,noun,Turgun
Buckler,noun,Malspaan
Bud,noun,Lonahvus
Bug,noun,Pusojur
Build,verb,Wahl
Builder,noun,Wahliik
Building,noun,"Wahlaan, Hof"
Built,verb,Wahlaan
Bulb,noun,Lonahvus
Bulk,noun,Kolkir
Bull,noun,Bozok
Bulldozer,noun,Golboaan
Bullet,noun,Fusgelt
Bump,verb,Bil
Bumpy,adjective,Bilus
Bunch,noun,Kung
Bunker,noun,Golgevild
Buoyancy,noun,Bovaaldah
Burden,noun,Brudaat
Burger,noun,Yelsliin
Burial,noun,Deytaan
Burier,noun,Deytod
Burn,verb,Ag
Burner,noun,Agiid
Burp,noun,Pooksum
Burrito,noun,Sliinyelbrot
Burrow,verb,Deyvut
Burst,verb,Kaag
Burst,noun,Kaagend
Bury,verb,Deyto
Bus,noun,Lingeltkey
Bush,noun,Jin
Bushy,adjective,Jinus
Business,noun,Maarahmik
Bust,noun,Klovnus
Busy,adjective,Ofir
But,conjunction,Nuz
Butcher,verb,Nuksliin
Butter,noun,Yuvol
Butterfly,noun,Demdriik
Button,noun,Batak
Buy,verb,Bir
By,preposition,Naal
Bye,interjection,Guur
Cabbage,noun,Blad
Cabin,noun,Qiiv
Cable,noun,Geltom
Cacophony,noun,Kagugoz
Cactus,noun,Zeikahvus
Cadence,noun,Lovaasmah
Caffeine,noun,Vopraan-Kolvas
Cage,noun,Kaask
Cairn,noun,Golvahrukt
Cake,noun,Sufolbrot
Calamitous,adjective,Lotgraluv
Calamity,noun,Lotgral
Calcite,noun,Qethgelt
Calcium,noun,Qethgelt
Calculate,verb,Tokaas
Calculator,noun,Tokaasiik
Calendar,noun,Tiidfar
Calf,noun,Bol
Call,verb,"Faan, Prel"
Calligraphy,noun,Tindey
Calm,adjective,Stiildus
Calm,noun,Stiild
Calumny,noun,Rotzekein
Camel,noun,Saaltor
Camera,noun,Nizahmiin
Camp,noun,Jaald
Campaign,noun,Vaaril
Campfire,noun,Bex-Yol
Can,verb,Vis
Canal,noun,Rathol
Canary,noun,Suruft
Cancel,verb,Genul
Cancellation,noun,Genuld
Cancer,noun,Dunarand
Cancerous,adjective,"Dunarandkei, Dunarandkei"
Candelabra,noun,Rezmoriiv
Candle,noun,Rezmor
Candlestick,noun,Rezmoriiv
Candy,noun,Shiraav
Cane,noun,Aakoraak
Cannabis,noun,Dulfuhil
Cannibal,noun,Nekov
Cannibalism,noun,Nekovun
Cannon,noun,Treyun
Cannonball,noun,Treyun-Niiv
Cannot,verb,Nis
Canoe,noun,Vaad
Canon,noun,Oron
Canteen,noun,Ahlek
Canyon,noun,Goltahraan
Capability,noun,Vosmaar
Capable,adjective,Vos
Capacity,noun,Wid
Cape,noun,Roodam
Caper,noun,Ukiir
Capital,noun,Ahkriim
Capitalism,noun,"Meyarpiraak, Meyarpiraak"
Caplock,noun,Nos-Thulzun
Capstone,noun,Dulgolz
Capsule,noun,Bexaat
Captain,noun,Ruveyzun
Captive,noun,"Grunzah, Poltoraat"
Captor,noun,Poltoriik
Capture,verb,Poltor
Car,noun,Geltkey
Caramel,noun,Sufin
Caravan,noun,Triik
Carbine,noun,Ah-Thulzun
Carcass,noun,Naas
Card,noun,Shaal
Cardinal,noun,Sahqobiiz
Care,verb,Ulaak
Careful,adjective,Ulaakei
Careless,adjective,"Ulaaknu, Huznu"
Carelessness,noun,Ulaaknurom
Caress,verb,Haalniv
Cargo,noun,Kahlos
Carnage,noun,Soslen
Carnal,adjective,Slenuv
Carnivore,noun,Slenaak
Carpenter,noun,Gosvahzir
Carpentry,noun,Gosvahzir
Carpet,noun,Sevmah
Carriage,noun,Borodon
Carrier,noun,Brudmun
Carrot,noun,Sonesk
Carry,verb,Brud
Cart,noun,Donth
Cartographer,noun,Grundiik
Cartography,noun,Vergrundak
Cartoon,noun,Yirtey
Carve,verb,Dwiirok
Carving,noun,Juskov
Cascade,verb,Hulir
Case,noun,"Trun, Qahd"
"Cash register",noun,Gelt-Solgaaz
Casino,noun,Dezahrelstaad
Cast,verb,"Fusk, Fustum"
Caster,noun,Fuskiid
Castle,noun,Gevild
Casual,adjective,Sulak
Casualty,noun,Grahsaan
Cat,noun,Kaaz
Cataclysm,noun,Lotgral
Cataclysmic,adjective,Lotgraluv
Catacomb,noun,Golgraad
Catapult,noun,Damdriik
Catastrophe,noun,Lotgral
"Catastrophic,",adjective,Lotgraluv
Catch,verb,Horvutah
Catcher,noun,Horvutahiik
Catfish,noun,Kaazikin
Catholic,adjective,Pahleinuv
Cation,noun,Ofan-Rimalureyd
Cattle,noun,Bozogaan
Cauldron,noun,Kahest
Cause,verb,Drun
Caution,noun,Dirun
Cautious,adjective,Dirunkei
Cavalry,noun,Lahvukey
Cave,noun,Gul
Cavity,noun,Rafrax
CD,noun,"Lovaasvogil, Frahzoginvogil"
Cease,verb,Viir
Ceasefire,noun,Diinsekein
Ceaseless,adjective,"Unahzaal, Unslaad"
Ceasing,adjective,Viir
Cedar,noun,Heldmul
Ceiling,noun,Vokeil
Celebrate,verb,Vervisk
Celebration,noun,Visk
Celebrity,noun,Frahiik
Celestial,adjective,Kahliir
Cell,noun,"Kaask, Malkopraanmalur"
Cellar,noun,Nebenweyt
Cellist,noun,Lotlovaastrinin
Cello,noun,Lotlovaastrin
Cement,noun,Golahgil
Cemetery,noun,Nokorun
Centaur,noun,Keymun
Center,noun,Mith
Centimeter,noun,Bentmezaar
Centipede,noun,Pogaanogiir
Central,adjective,Mithilaan
Centurion,noun,Lotdwinaar
Century,noun,Beneruvos
Ceramic,adjective,Ahgilbaas
Ceremonial,adjective,Revkoronuv
Ceremony,noun,Revkoron
Certain,adjective,Reistig
Certainty,noun,Reistigaar
Cervine,noun,Driinuv
Chain,noun,Sken
Chainmail,noun,Biirn
Chainsaw,noun,Sken-Worax
Chair,noun,Druk
Chalice,noun,Qodii
Chalk,noun,Kraak
Challenge,verb,"Jur, Krilon"
Challenger,noun,Juriik
Chamber,noun,Vost
"Chamber Pot",noun,Nevstorn
Chameleon,noun,Vonusiigonis
Champagne,noun,Qarask
Champion,noun,Kaal
Championship,noun,Krongrahdein
Chance,noun,Grozein
Chancellery,noun,Shiirugrah
Chancellor,noun,Shiirukaar
Chandelier,noun,Lokunfaad
Change,verb,Vuld
Change,noun,Vuldak
Changeable,adjective,Vuldrus
Changer,noun,Vuldiik
Changing,adjective,Vomulhaan
Channel,noun,Rathol
Channeller,noun,Nahgah
Chant,verb,Ahvit
Chanter,noun,Ahvitaan
Chaos,noun,"Volbur, "
Chaotic,adjective,Volburaal
Chaps,noun,Kelmboviir
Chapter,noun,Rup
Char,verb,Agreh
Character,noun,Edil
Charcoal,noun,Ahkol
Charge,noun,"Siigren, Vahlokeyv"
Charge,verb,"Fonaar, Noraas"
Charger,noun,Fonaard
Charity,noun,Stinofan
Charm,noun,Kagiin
Charm,verb,Naag
Charmer,noun,Nahgah
Chase,verb,Niivut
Chaser,noun,Nivutiik
Chasm,noun,Ahgrun
Chaste,adjective,Vakron
Chastity,noun,Vakrom
Chat,verb,Tind
Chatroom,noun,Ritinvaak
Chaurus,noun,Kahruz
Cheat,verb,Meyvit
Cheater,noun,Meyvitaan
Check,verb,Frolk
Checker,noun,Frolkiid
Cheek,noun,Zahrid
Cheer,verb,Movut
Cheerful,adjective,Zomovut
Cheese,noun,Haamid
Cheesy,adjective,Haamidus
Cheetah,noun,Qobokaaz
Chef,noun,Yahnoliik
Chemical,noun,Aaverin
Chemical,adjective,Aaverinuv
Chemist,noun,Aaveriniik
Chemistry,noun,Aaverin-Mindaas
Cherish,verb,Elskah
Cherry,noun,Vroz
Cherrywood,noun,Gosvahsevroz
Chess,noun,Kredsejun
Chest,noun,"Qahd, Geyt"
Chestplate,noun,Qahdtus
Chew,verb,Krumon
Chewy,adjective,Krumonus
Chick,noun,Lokiin
Chicken,noun,Rikmah
Chide,verb,Lahk
Chief,noun,Konaar
Chieftain,noun,Konaar
Child,noun,Kiir
Childhood,noun,Kiirmaar
Childish,adjective,Kiirus
Childlike,adjective,Kiirus
Children,noun,Kiir
Chill,noun,Iirik
Chilly,adjective,Iirikus
Chimer,noun,Kunfahliil
Chimney,noun,Grimolii
Chipmunk,noun,Denek-Nadiin
Chiropractor,noun,Rigir-Vahraniik
Chitin,noun,Qahseqeth
Chivalry,noun,Zinthro
Chocolate,noun,Elaas
Choice,noun,Poguk
Choir,noun,Worah
Choke,verb,Suliiv
Choose,verb,"Unad, Urzun"
Chooser,noun,Unadiik
Choosy,adjective,Pogukus
Chop,verb,Piir
Chopper,noun,Piriid
Chopstick,noun,Naak-Oraak
Chord,noun,Ofahnir
Chortle,verb,Jeh
Chorus,noun,Worah
Chosen,adjective,Unadaan
Chowder,noun,Qaavbros
Chronicle,noun,Teymaak
Chuckle,verb,Jeh
Chunk,noun,Malur
Church,noun,Kirkah
Churn,verb,Peil
Cider,noun,Hildlom
Cigar,noun,Veydoraak
Cigarette,noun,Malveydoraak
Cinnamon,noun,Maakrindah
Cipher,noun,Vulsik
Circle,noun,Kenlok
Circlet,noun,Kirkel
Circuit,noun,Rikahtus
Circular,adjective,Kenlokus
Circumstance,noun,"Draknah, Ahstiir"
Cisgender,adjective,Rinveiliin
Cislunar,adjective,Iilah-Nil
Cistern,noun,Tiizak
Citadel,noun,Anhiim
Citizen,noun,Tursaal
Citizenship,noun,Tursaaldein
Citrine,noun,Sursogaal
City,noun,Hiim
Civil,adjective,Tursaaluv
"Civil War",noun,Vaazkein
Civilian,noun,Tursaal
Clad,adjective,Riivei
Claim,verb,Piraan
Claimant,noun,Piraad
Clairvoyance,noun,Froloktiid
Clam,noun,Kunukin
Clamor,verb,Buush
Clan,noun,Brod
Clandestine,adjective,Soven
Clang,verb,Buush
Clannfear,noun,Kahnezah
Clap,verb,Haalz
Clapper,noun,Haalziik
Clarification,noun,Gelaarend
Clarify,verb,Gelaar
Clarity,noun,Baarom
Clash,noun,Keinul
Clash,verb,Buush
Clasp,verb,Rudvim
Class,noun,Vorul
Classic,adjective,Latiid
Classroom,noun,Mindah-Weyt
Clatter,verb,Sokoh
"Clavicus Vile",noun,Meyvaatlo
Claw,noun,Jusk
Clawless,adjective,Jusknu
Clay,noun,Ahgil
Claymore,noun,Lotzahkrii
Clean,verb,Shun
Cleaner,noun,Shuniik
Cleanse,verb,Shun
Clear,adjective,Baar
Clear,verb,Voluk
Cleave,verb,Kliiz
Cleaver,noun,Slentuz
Clef,noun,"Nivosevild, Brak-Siin"
Clench,verb,Hiik
Clergy,noun,Rahmun
Cleric,noun,Rahmun
Clerical,adjective,Rahlunkei
Clerk,noun,Solgaaz
Clever,adjective,Fax
Click,verb,Tahto
Cliff,noun,Grindol
Climate,noun,Loksestaad
Climatology,noun,Hahselok
Climb,verb,Ruknaar
Cling,verb,Kliif
Cloak,noun,Roodam
Clock,noun,Tiidfuniik
Clockwork,noun,Sothah
Clog,verb,Kotend
Clone,noun,Fiikmeyar
Clop,verb,Sokoh
Close,verb,Strin
Close,adjective,Lovun
Closeness,noun,Lovunaar
Cloth,noun,Riiv
Clothed,adjective,Riivei
Clothes,noun,Riived
Clothing,noun,Riived
Cloud,noun,Gram
Cloudy,adjective,Gramus
Clover,noun,Tirvah
Club,noun,"Tokah, Birvog"
Clue,noun,Daarz
Clueless,adjective,Daarznu
Clumsy,adjective,Fomus
Cluster,noun,Kungah
Clutch,verb,Rudvim
Clutter,noun,Hekzah
Coal,noun,Kirg
Coarse,adjective,Klofraan
Coast,noun,Vaknor
Coaster,noun,Ahleksevmah
Coat,noun,Kelm
Cobblestone,noun,Vildven
Cobra,noun,Dahralvith
Cock,noun,Rokmah
Cockatrice,noun,Viijun
Cockerel,noun,Rokmah
Cocoa,noun,Kalaas
Coconut,noun,Liik-Golz
Cocoon,noun,Qahrus
Coda,noun,Lovaasmah
Code,noun,"Vulsik, Rikuth"
Coerce,verb,Verluz
Coffee,noun,Vopraan-Piin
Coffin,noun,Viirpraan
Coil,noun,Sahsir
Coin,noun,Kerf
Coincidence,noun,Grozeindez
Cold,noun,Krah
Coliseum,noun,Lotgrahstaad
Collapse,noun,Tumah
Collar,noun,Ruuslid
Colleague,noun,Krosfahdon
Collect,verb,Skoz
Collection,noun,Edrah
Collective,adjective,Skozriin
College,noun,Mindaziir
Collide,verb,Kosaat
Collision,noun,Kosaatak
Colony,noun,Uthim
Color,noun,Fahin
Colosseum,noun,Lotgrahstaad
Colossus,noun,Lotsunvaar
Colour,noun,Fahin
Colt,noun,Keyraan
Column,noun,Haar
Coma,noun,Alunlaag
Combat,noun,Vukein
Combination,noun,Hilkaan
Combine,verb,Hilk
Come,verb,"Bo, Meyz"
Comedian,noun,Moorimiik
Comedy,noun,Moorim
Comely,adjective,Buldus
Comet,noun,Fofil
Comfort,noun,Sulvek
Comfortable,adjective,Sulvekaal
Comic,noun,Yirtey
Comical,adjective,Moorus
Comissioner,noun,Vahlusendaar
Command,verb,Uth
Command,noun,Kinbokrot
Commemorate,verb,Vahrukiv
Commemoration,noun,Vahrukiv
Commence,verb,Gonaas
Commend,verb,Lotdraal
Comment,verb,Ofunlor
Commission,noun,Vahlusend
Commit,verb,Drah
Commitment,noun,Drahlaat
Commmoner,noun,Vonumiik
Commodity,noun,Feluk
Common,adjective,Vonum
Commonplace,adjective,Vonum
Communal,adjective,Nahlimaaruv
Communicate,verb,Zulvoth
Communication,noun,Zulvoth
Communion,noun,Geind
Communism,noun,Pahpiraak
Communist,noun,Pahpiraak
Community,noun,Nahlimaar
Compact,noun,Vanras
Companion,noun,"Zeymahzin, Onliin"
Companionship,noun,Zeymahzinmaar
Compare,verb,Vothnaar
Compass,noun,Bromaak
Compassion,noun,Tasnah
Compel,verb,Skildir
Compendium,noun,Drezujah
Compensate,verb,Vothoris
Compensation,noun,Sovaat
Compete,verb,Faant
Competition,noun,Faantak
Competitor,noun,Fantiik
Complain,verb,Galv
Complement,noun,Dremet
Complete,adjective,Ulaan
Complete,verb,Geblaan
Complex,adjective,Votrul
Compliance,noun,Kolovend
Complicated,adjective,Votrul
Compliment,verb,Guriid
Comply,verb,Kolov
Component,noun,Malur
Compose,verb,Raavun
Composition,noun,Korin
Compound,noun,"Geind, Aaverin"
Comprehend,verb,Mindoraan
Comprehensible,adjective,Vismindoraan
Comprehension,noun,Mindoraan
Comprehensive,adjective,Ulaan
Compress,verb,Pogaad
Compromise,noun,Vahlukad
Computer,noun,Rihahdrim
"Computer Chip",noun,Rikahtus
"Computer Program",noun,Rikuth
"Computer Virus",noun,Krasrikuth
Con,verb,Meyvit
Conceal,verb,Ilos
Concentrate,verb,Morah
Concentration,noun,Morah
Concentric,adjective,Kenlokah
Concept,noun,Zaak
Conception,noun,Gonmaar
Concern,verb,Hahvoth
Concern,noun,Hahvaas
Concert,noun,Korvoth
Concise,adjective,Strilor
Concision,adjective,Strilorend
Conclude,verb,Urzun
Concrete,adjective,Hahgolt
Concur,verb,Koraavmed
Condemn,verb,Zaal
Condemnation,noun,Zaalak
Condense,verb,Pogaad
Condition,verb,Delahmul
Condition,noun,Vensekos
Condolence,noun,Aavrosii
Conduct,noun,Drelaaz
Conductor,noun,Dolkeyin
Cone,noun,Jeyzok
Confess,verb,Vothlo
Confidence,noun,Pahsu
Confident,adjective,Pahsunaal
Confidential,adjective,Jormaar
Confine,verb,Kogron
Confinement,verb,Kogron
Confirm,verb,Daazrii
Confiscate,verb,Kuzuth
Conflict,noun,Fokein
Conform,verb,Kolov
Conformation,noun,Kolovend
Confront,verb,Krilon
Confuse,verb,Jeyk
Confusion,noun,Jeydahk
Congest,verb,Kotend
Congestion,noun,Kotend
Congratulate,verb,Forun
Congratulation,noun,Foruniis
Congratulations,noun,Foruniis
Congress,noun,Valkragrind
Conifer,noun,Laakis
Coniferous,noun,Galiko
Conjecture,verb,Kronlorot
Conjoin,verb,"Gevoth, Gevoth"
Conjuration,noun,Belend
Conjure,verb,Belvut
Conjurer,noun,Beliik
Conlang,noun,Wahlzul
Connect,verb,Gevoth
Connection,noun,Gevothend
Conquer,verb,Kron
Conqueror,noun,Kroniid
Conquest,noun,Krongrah
Conscience,noun,Hahleit
Consecrate,verb,Gerevak
Consecutive,adjective,Boriigaar
Consent,verb,Orlaav
Consent,noun,Orlaavend
Consequence,noun,Volzahdroz
Consequent,verb,Mindun
Conservative,adjective,Zahniruv
Conserve,verb,Zahnir
Consider,verb,Miinahsul
Considerable,adjective,Vimiinahsul
Consist,verb,Raavun
Console,verb,Franvoth
Consonance,noun,Hezhonaat
Consonant,noun,Hezhonaat
Conspiracy,noun,Neyrok
Conspire,verb,Nivurot
Constant,adjective,Bestandii
Constellation,noun,Filsiin
Constitution,noun,Korin
Constrain,verb,"Skildir, Morkon"
Constrainer,noun,Morkoniid
Construct,verb,Wahl
Construct,noun,Wahlaan
"Constructed Language",noun,Wahlzul
Construction,noun,Wahlaan
Consult,verb,Vothlorot
Consume,verb,Naak
Consumer,noun,Naakin
Consumerism,noun,Birbahlok
Consummate,verb,Kavrot
Contact,noun,Vothaalvut
"Contact Lens",noun,Miinrahvok
"Contact Solution",noun,Miinrahvok-Lom
Contain,verb,Kopiraak
Container,noun,Bexaat
Contend,verb,Vothmul
Content,adjective,Vinurah
Content,noun,Korin
Contest,verb,Vothjur
Continent,noun,Ozinkrel
Continental,adjective,Ozinkreluv
Continue,verb,Fahbo
Continuous,adjective,Meykovei
Contra-Bass,noun,Thulovaas
Contract,noun,Kalyul
Contrary,adjective,Vovoth
Contribute,verb,Enfavoth
Control,verb,Imaar
Controversy,noun,Ahstiroz
Convalesce,verb,Vokras
Converge,verb,Pogein
Convergence,verb,Pogein
Conversation,verb,Tinvaak
Conversational,adjective,Tinvaakuv
Converse,verb,Tinvaak
Convert,verb,Uzur
Convey,verb,Fumrii
Convict,verb,Noraasik
Cook,verb,Yahnol
Cook,noun,Yahnoliik
Cooker,noun,Yahnoliik
Cookie,noun,Sufolbrot
Cool,adjective,Krahus
Cooper,noun,Beyliir
Cooperate,verb,Pahrak
Cooperation,noun,Pahrak
Cooperative,adjective,Pahrakal
Copious,adjective,Posiil
Copper,noun,Mard
Coppice,noun,Jinah
Copse,noun,Jinah
Copy,verb,Laniz
Copycat,noun,Laniziik
Copyright,noun,"Jormaar-Kroson, Thunselaniz"
Coral,noun,Golzokaaz
Cordial,adjective,Pruzahvun
Core,noun,Mithil
Corn,noun,Kern
Corner,noun,Kahtu
Cornucopia,noun,Zahksenorgraz
Corporeal,adjective,Kopraanuv
Corpse,noun,Naas
Correct,verb,Folov
Corrode,verb,Moskir
Corrosive,adjective,Moskirus
Corrupt,verb,Kroved
Corrupt,adjective,Zokroved
Corruption,noun,Krasfaal
Corruptive,adjective,Krasfaalkei
Corundum,noun,Prulogel
Coruscate,verb,Dortiis
Cosmic,adjective,Pahleinuv
Cosmology,noun,Hahselein
Cosmos,noun,Lein
Cost,verb,Soviis
Cotton,noun,Kathral
Couch,noun,Faskpravoz
Cough,verb,Aaksu
Could,verb,Vust
Council,noun,Relahmik
Counsel,verb,Mindiir
Count,verb,Tii
Count,noun,Jusktii
Counter,verb,Tegal
Counterfeiter,noun,Meyvitaan
Counterpart,adjective,Med-Zeymah
Countless,adjective,Tiinu
Country,noun,Nor
Courage,noun,Ahkrin
Courageous,adjective,Krin
Courier,noun,Funrahiik
Course,noun,Rahlo
Court,noun,Relahmik
Cousin,noun,Erkriin
Couth,adjective,Bavir
Cove,noun,Gaal
Coven,noun,Sosinmaar
Covenant,noun,Rahvahriin
Cover,verb,"Dunaak, Orley"
Cow,noun,Boz
Coward,noun,Nikriin
Cowardice,adjective,Nikrinaar
Cowardly,adjective,Nivahriin
Cowboy,noun,Bozveliik
Cower,verb,Motaas
Cowgirl,noun,Bozveliik
Cowl,noun,Dahral
Coyote,noun,Tovitahgrohiik
Cozy,adjective,Muf
Crab,noun,Nik
Crack,noun,Nivosevild
Crackle,verb,Kresel
Cradle,noun,Riiveis
Craft,verb,Zir
Crafty,adjective,Eyliil
Crag,noun,Kol
Cramp,noun,Romkin
Crane,noun,Lingrahmos
Crap,noun,Draaf
Crappy,adjective,Draafus
Crash,verb,Krenmah
Crater,noun,Golraf
Craterous,adjective,Golrafus
Crave,verb,Frilin
Crawl,verb,Ahkrop
Crawler,noun,Ahkropiik
Crawly,adjective,Ahkropus
Crazed,adjective,Naariv
Crazy,adjective,Naariv
Cream,noun,Paagliik
Create,verb,"Wahl, Zorox"
Created,verb,Wahlaan
Creation,noun,"Kiindah, Wahlaan"
Creative,adjective,Wahluv
Creativity,noun,Wahliig
Creator,noun,Wahliik
Creature,noun,Ulfah
Credit,verb,Mahnad
Creed,noun,Oron
Creek,noun,Bahyek
Creep,verb,Ahkrop
Creeper,noun,Ahkropiik
Creepy,adjective,Ahkropus
Cremate,noun,Kopraanag
Cremation,noun,Kopraanag
Crescent,noun,Ruvuk
Crest,noun,Qahlon
Crevice,noun,Nivosevild
Crew,noun,Joraas
Crib,noun,Kleyt
Cricket,noun,Naat-Niiv
Crier,noun,Luvmahliik
Crime,noun,Vosod
Criminal,noun,Vosodiik
Crimson,adjective,Sahqon
Crisis,noun,Faastiid
Crisp,noun,Hopik-Bonaak
Critic,noun,Bulniid
Criticism,noun,Bulnedak
Criticize,verb,Bulned
Crocodile,noun,Krozol
Crone,noun,Kerl
Crook,noun,Krek
Crooked,adjective,Krel
Crop,noun,Bes
Cross,noun,Trax
Cross,verb,Hok
Cross-guard,noun,Hokdeiniik
Crossbow,noun,Runaz
Crossdress,verb,Krizkaraas
Crossdresser,noun,Krizkarasiik
Crossing,noun,Hokaat
Crossway,noun,Hokaat
Crouch,verb,Krog
Crow,noun,Olm
Crowd,noun,Feyal
Crowded,adjective,Joraan
Crown,noun,Du'ul
Crucifix,noun,Trax
Crucifixion,verb,Traxaav
Crucify,verb,Traxaav
Crude,adjective,Graar
Cruel,adjective,Munax
Cruelty,noun,Nax
Crumb,noun,Malkip
Crumble,verb,Tumah
Crunch,verb,Krumon
Crunchy,adjective,Krumonus
Crusade,noun,Vaaril
Crush,verb,Gunaar
Crust,noun,Daput
Crusty,adjective,Daputus
Cry,verb,Luvmah
Cryomagma,noun,Fogoraag
Cryovolcano,noun,Fostrunmah
Crypt,noun,"Kriitah, Golgraad"
Cryptic,adjective,Digol
Crystal,noun,Yostrah
Crystalline,adjective,Yostrahuv
Cub,noun,Loz
Cube,noun,Hirk
Cucumber,noun,Graagmahleyn
Cuddle,verb,Fadaav
Cuddly,adjective,Fadaavus
Cudgel,noun,Birvog
Cuirass,noun,Qahdtus
Cult,noun,Zaag
Cultist,noun,Zaagin
Cultivate,verb,Naavar
Culture,noun,Reyliik-Hil
Cunning,noun,Qolor
Cunning,adjective,Eyliil
Cup,noun,Beyl
Cupcake,noun,Pusufolbrot
Cure,noun,Vokras
Curfew,noun,Thuntiid
Curious,adjective,Ferviit
Curiousity,noun,Kusaar
Curled,adjective,Krel
Curmudgeon,noun,Ahzidiik
Currency,noun,Yuld
Current,adjective,Fautiid
Current,noun,Ven
Curse,noun,Dur
Cursed,adjective,Duraal
Cursor,noun,Praak-Ronaaz
Curtain,noun,Vundonin
Curve,noun,Vug
Curved,adjective,Krel
Curvy,adjective,Vugus
Custom,noun,"Hahtaar, Revkoron"
Customary,adjective,"Revkoronuv, Brahnuv"
Customize,verb,Genum
Cut,verb,Vey
Cute,adjective,Qiib
Cutie,adjective,Qibiik
Cutlass,noun,Krelzahkrii
Cyan,adjective,Biigraag
Cyborg,noun,Geltlaas-Mun
Cycle,noun,Kenlik
Cyclist,noun,Zirokeyd
Cyclone,noun,Morwuld
Cylinder,noun,Faarkenlok
Cymbal,noun,Grosithul
Cynic,noun,Kunikos
Cyrodiil,noun,Sarodaal
Cyrodiilic,adjective,Sarodaaluv
Daedra,noun,Deyra
Daedric,adjective,Deyruv
Dagger,noun,Dalk
Daggerfall,noun,Ranemaar
Daily,adjective,Sulus
Dainty,adjective,"Hiraas, Malfask"
Daisy,noun,Welon
Dam,noun,Volkaan
Damage,verb,Aax
Damn,interjection,Ruth
Damn,verb,Vik
Damnation,noun,Vik
Damp,adjective,Lomiiz
Dance,verb,Tanz
Dancer,noun,Tanziik
Dandelion,noun,Venosley
Danger,noun,Rut
Dangerous,adjective,Rutkei
Dare,verb,Krilon
Daresay,verb,Tinvaakril
Dark,adjective,Vul
"Dark Elf",noun,Vulfahliil
Darken,verb,Gevul
Darkness,noun,Vulom
Dart,noun,Ruzaak
Dash,verb,Nelru
Data,noun,Tokaaneiziid
Date,noun,Zahtiid
Daughter,noun,Mon
Daunt,verb,Vulaas
Daunting,adjective,Zovulaas
Dawn,noun,Vu
Dawnguard,noun,Vudeinmaar
Dawnstar,noun,Bromlom
Day,noun,Sul
Daydream,verb,"Verwahsar, Feylhahnu, Gutovok"
Daylight,noun,Shulkun
Dazzle,verb,Sujir
"Déjà Vu",noun,Nalkunun
Dead,adjective,Dilon
Deadly,adjective,Dilos
Deaf,adjective,Honvu
Deafen,verb,Honvu
Deal,verb,Sent
Dear,adjective,Shir
Dearth,noun,Oraas
Death,noun,Dinok
Deathbed,noun,Dinok-Praan
Deathly,adjective,Dinokus
Debase,verb,Taargu
Debatable,adjective,Pogaan-Luft
Debate,verb,"Graat, Grah, Krif, Vukein"
Debris,noun,Taavin
Debt,noun,Fozir
Decade,noun,Meneruvos
Decapitate,verb,Voklov
Decay,verb,Nev
Deceit,noun,Lozaan
Deceitful,adjective,Loziik
Deceive,verb,Lo
Deceiver,noun,Loaan
December,noun,Vulonfil
Decency,noun,Ufirzah
Decent,adjective,Ufir
Deception,noun,Lo
Deceptive,adjective,Loziik
Decide,verb,Komaan
Decimate,verb,Vald
Decimation,noun,Valdak
Decipher,verb,Vodigol
Decision,noun,Komaan
Decisive,adjective,Komandaal
Deck,noun,Brek
Declaim,verb,Kovaat
Declaration,noun,Kopirot
Declare,verb,Kopiraan
Declaw,verb,Vojusk
Decline,verb,Denos
Decompress,verb,Vopogaad
Decompression,verb,Vopogaad
Decorate,verb,Setjah
Decoration,noun,Setjahl
Decorative,adjective,Setjahluv
Decouple,verb,Vonaav
Decoy,noun,Meykrazahd
Decrease,verb,Geson
Decree,noun,Zothunrot
Decrepit,adjective,"Sahlovik, Wuth-Liivrah"
Decrypt,verb,Vodigol
Dedicate,verb,Selvakor
Deed,noun,Sod
Deem,verb,Ned
Deep,adjective,Dil
Deer,noun,Driin
Deface,verb,Aldwiirok
Default,noun,Qurnen
Default,adjective,Nesiik
Defeat,verb,Viik
Defend,verb,Bild
Defender,noun,Bildiik
Defense,noun,Bildrun
Defiance,noun,Vogahriin
Defiant,adjective,Vogahvonlot
Defile,verb,Kroved
Defiled,adjective,Zokroved
Define,verb,Pelaak
Definite,adjective,Reistig
Definiteness,noun,Reistigaar
Definition,noun,Pelaak
Definitive,adjective,Reistig
Deflect,verb,Strakaar
Deft,adjective,Osk
Defy,verb,Vogahvon
